"Department","Number","Name","Credits","Description","Prerequisites"
ECE,"4650",Opening School Experience,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55616
ECE,"4661",Student Teaching,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55617
ECE,"4662",Student Teaching,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55618
ECE,"4700",Issues in International Education,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55619
ECE,"4810",Directed Reading in Early Childhood Education,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55620
ECON,"2100",Global Economics,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55621
ECON,"2105",Principles of Macroeconomics,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=54812
ECON,"2106",Principles of Microeconomics,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=54813
ECON,"2990",Special Topics in Economics I,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55622
ECON,"3005",Career Planning & Management,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55623
ECON,"3050","The Economics of Art, Entertainment, and Culture",4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55624
ECON,"3810","Introduction to Philosophy, Politics, and Economics (PPE)",4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55625
ECON,"3900",CTW,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55626
ECON,"3910",Microeconomics,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55627
ECON,"4080",History of Economic Thought,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55628
ECON,"4100","Economics, Philosophy and Public Policy",4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55629
ECON,"4210",Health Economics,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55630
ECON,"4220",Environmental Economics and Policy,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55631
ECON,"4230",Experimental Economics,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55632
ECON,"4300",Economics of Cities,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55633
ECON,"4350",Economics of Poverty and Public Policy,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55634
ECON,"4380",Directed Readings in Economics,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55635
ECON,"4400",Public Sector Economics,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55636
ECON,"4450",Law and Economics,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55637
ECON,"4470","Industrial Organization, Regulation, and Antitrust Economics",3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55638
ECON,"4500",Money and Credit,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55639
ECON,"4600",Economic Development,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55640
ECON,"4610",The Economy of South Africa,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55641
ECON,"4620",Economic Studies Abroad South Africa,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55642
ECON,"4680",American Economic History,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55643
ECON,"4750",Introduction to Game Theory,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55644
ECON,"4800",International Trade,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55645
ECON,"4810",International Finance,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55646
ECON,"4870",Honors Thesis Research in Economics,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55647
ECON,"4880",Honors Thesis Writing in Economics,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55648
ECON,"4930",Mathematical Economics,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55649
ECON,"4941",Economics Internship,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55650
ECON,"4950",Econometrics and Applications,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55651
ECON,"4960",Economics of Work and Pay,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55652
ECON,"4970",Introduction to Data Science for Economics,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55653
ECON,"4980",Undergraduate Research in Economics,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55654
ECON,"4990",Special Topics in Economics II,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55655
ECON,"4999",Senior Capstone in Economics,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55656
EDUC,"2100",Introduction to the Field of Human Learning and Development,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=63018
EDUC,"2110",Investigating Critical and Contemporary Issues in Education,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55683
EDUC,"2120",Cultural Perspectives on Diversity in Educational Contexts,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55684
EDUC,"2130",Exploring Learning and Teaching,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55685
EDUC,"2152",Birth and Parenthood,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57992
EDUC,"2300",Introduction to Child Development,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57993
EDUC,"3010",Introduction to Urban Education,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55686
EDUC,"3100",CTW,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55687
EDUC,"3333",Field Experiences in International Education,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55688
EDUC,"3440",Self in Society: Decolonizing Educator Identities Toward Excellence in Urban Education,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55689
EDUC,"4360","Education for Community Building: Healing Social Wounds, Earth Stewardship, and Indigeneity",3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=58121
EDUC,"4460",Culturally and Historically Responsive Education,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55690
EDUC,"4660",Field Based Research in Urban Education,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55691
EDUC,"4670",Internship in Human Learning and Development,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55692
EDUC,"4750",Clinical Experience,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55693
EDUC,"4982",Undergraduate Research in Urban Education,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55694
EDCI,"3200",Organization and Instruction of the Middle Grades Curriculum,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55657
EDCI,"3220",Understanding and Supporting Middle School Learners,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55658
EDCI,"3250",Introduction to Teaching in Secondary Schools,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55659
EDCI,"4100",Learning in Action,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55660
EDCI,"4600",Practicum,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55661
EDCI,"4640",CTW,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55662
EDCI,"4650",Opening School Experience,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55663
EDCI,"4700",Student Teaching in Middle Grades,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55664
EDCI,"4750",Student Teaching in the Secondary School,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55665
EDCI,"4810",Directed Reading in Teaching and Learning,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55666
EPY,"2040","The Science of Learning: Theories, Application, and Practice",3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=58000
EPY,"2050",Human Growth and Development,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=58001
EPY,"3010","Learning, Memory, and Cognition in the Real World",3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55849
EPY,"4190",Introduction to Behavior Analysis,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55850
EPY,"4810",Directed Readings and Research in Educational Psychology,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55854
EPY,"4960",Seminar in Educational Psychology,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55855
EPY,"4970",Seminar in Adult Literacy,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55856
ENGR,"1211",Engineering Graphics & Design I,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55817
ENGR,"1212",Engineering Graphics & Design II,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55818
ENGR,"1603",Introduction to Engineering,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55819
ENGR,"1671",Computing Fundamentals for Engineers,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55820
ENGR,"2040",Electric Circuit Analysis,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55821
ENGR,"2605",Statics,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55822
ENGR,"2606",Dynamics,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55823
ENGL,"999",Support for English Composition,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55695
ENGL,"1101",English Composition I,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55696
ENGL,"1102",English Composition II,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55697
ENGL,"1103",Advanced English Composition,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57994
ENGL,"2105",Based Research and Writing,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57995
ENGL,"2110",World Literature,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55698
ENGL,"2120",British Literature,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55699
ENGL,"2130",American Literature,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55700
ENGL,"2140",African American Literature,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57996
ENGL,"2160",Studies in Popular Culture,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57997
ENGL,"2600",Creative Writing,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55701
ENGL,"3040",Introduction to Literary Studies,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55702
ENGL,"3050",Introduction to Rhetoric and Composition,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55703
ENGL,"3080","Persuasion: History, Theory, Practice",3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55704
ENGL,"3090","Exposition: History, Theory, Practice",3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55705
ENGL,"3100","Composition Studies: History, Theory, Practice",3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55706
ENGL,"3105",Practical Grammar,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55707
ENGL,"3110",Technical Writing,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55708
ENGL,"3115",Multimodal Composition,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55709
ENGL,"3120",Digital Writing and Publishing,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55710
ENGL,"3125",Digital Media Studies,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55711
ENGL,"3130",Business Writing,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55712
ENGL,"3135",Visual Rhetoric,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55713
ENGL,"3140",Editing for Publication,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55714
ENGL,"3150A",Poetry,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55808
ENGL,"3150B",Fiction,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55809
ENGL,"3150C","Introduction to Creative Writing: Poetry, Fiction, & Creative Nonfiction",3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55810
ENGL,"3160",Narrative Techniques,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55715
ENGL,"3170",Poetic Techniques,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55716
ENGL,"3180A",Contemporary Poetry,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55811
ENGL,"3180B",Contemporary Fiction Craft,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55812
ENGL,"3190A",Introduction to Narrative Podcasting,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55813
ENGL,"3190B",Advanced Narrative Podcasting,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55814
ENGL,"3195",Teaching in English Studies,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55717
ENGL,"3200",Introduction to Literary Editing and Publishing,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=63054
ENGL,"3201",Domestic Field School,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=63055
ENGL,"3205",Topics in Creative Writing,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55718
ENGL,"3210",Advanced Grammar,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55719
ENGL,"3220",History of the English Language,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55720
ENGL,"3225",The History and Future of the Book,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55721
ENGL,"3230",History of Literary and Cultural Theory,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55722
ENGL,"3250",Topics in Contemporary Theory,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55723
ENGL,"3255",Introduction to Digital Humanities,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55724
ENGL,"3256",Advanced Topics in Digital Humanities: Electronic Literature and Interactive Fiction,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55725
ENGL,"3260",Theories of Popular Culture,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55726
ENGL,"3266",American Culture Seminar II,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55727
ENGL,"3275",Literature and Culture of the American South,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55728
ENGL,"3280",English Drama before 1800,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55729
ENGL,"3290",English Fiction before 1800,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55730
ENGL,"3300",Medieval English Literature,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55731
ENGL,"3310",Old English,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55732
ENGL,"3350",Literature and War,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55733
ENGL,"3400","Courtiers, Clergy, and Poets",3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55734
ENGL,"3410","Seduction, Revolution, and the Rise of Science",3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55735
ENGL,"3420",Mythology,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55736
ENGL,"3500",Century English Literature,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55737
ENGL,"3510",Century English Literature,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55738
ENGL,"3520",Life Writing,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55739
ENGL,"3550",Early Indigenous Literatures,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55740
ENGL,"3605",Late Romanticism,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55742
ENGL,"3610",Love and Death in Victorian Poetry,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55743
ENGL,"3620",Victorian Novels,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55744
ENGL,"3630",Haunted Texts,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55745
ENGL,"3690",Honors Readings,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55746
ENGL,"3695",LGBTQ Literature,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55747
ENGL,"3700",Century British Literature,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55748
ENGL,"3710",Century British Literature,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55749
ENGL,"3720",Century English Poetry,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55750
ENGL,"3800",Early American Literature,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55751
ENGL,"3810",American Romantics,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55752
ENGL,"3820",Realism and Naturalism,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55753
ENGL,"3830",American Modernisms,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55754
ENGL,"3840",Postmodern American Literature,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55755
ENGL,"3850",American Poetry,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55756
ENGL,"3860",American Drama,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55757
ENGL,"3865",The Short Story,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55758
ENGL,"3870",American Fiction,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55759
ENGL,"3875",Science Fiction,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55760
ENGL,"3880",fiction Prose,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55761
ENGL,"3885",Contemporary Literature,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55762
ENGL,"3895",Comics and the Graphic Novel,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55763
ENGL,"3900",Irish Literature,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55764
ENGL,"3905",Jewish Literature,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55765
ENGL,"3910",The Tradition of Children’s and Young Adults’ Literature,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55766
ENGL,"3915",Literature of the Early South,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55767
ENGL,"3920",Southern Literature,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55768
ENGL,"3930",Modern Drama,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55769
EPY,"4810",Directed Readings and Research in Educational Psychology,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55854
EPY,"4960",Seminar in Educational Psychology,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55855
EPY,"4970",Seminar in Adult Literacy,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55856
ENGR,"1211",Engineering Graphics & Design I,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55817
ENGR,"1212",Engineering Graphics & Design II,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55818
ENGR,"1603",Introduction to Engineering,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55819
ENGR,"1671",Computing Fundamentals for Engineers,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55820
ENGR,"2040",Electric Circuit Analysis,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55821
ENGR,"2605",Statics,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55822
ENGR,"2606",Dynamics,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55823
ENGL,"999",Support for English Composition,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55695
ENGL,"1101",English Composition I,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55696
ENGL,"1102",English Composition II,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55697
ENGL,"1103",Advanced English Composition,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57994
ENGL,"2105",Based Research and Writing,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57995
ENGL,"2110",World Literature,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55698
ENGL,"2120",British Literature,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55699
ENGL,"2130",American Literature,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55700
ENGL,"2140",African American Literature,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57996
ENGL,"2160",Studies in Popular Culture,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57997
ENGL,"2600",Creative Writing,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55701
ENGL,"3040",Introduction to Literary Studies,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55702
